# Q2 z GE_fit_SBS GE_fit_rat_SBS dGEGD_SBS GM_fit_SBS GM_fit_rat_SBS dGMGD_SBS GEGM_fit_rat_SBS dGEGM_SBS
9.6605087899e-02 -3.5717125719e-01 7.6199452300e-01 9.8346082857e-01 9.6868315687e-03 2.1425454085e+00 9.9012049886e-01 5.7720926047e-03 9.9327387899e-01 1.1368651583e-02
9.7723722096e-02 -3.5577693975e-01 7.5979580952e-01 9.8334490592e-01 9.7852142973e-03 2.1365550243e+00 9.9009270469e-01 5.7912362061e-03 9.9318467984e-01 1.1464051004e-02
9.8855309466e-02 -3.5437388498e-01 7.5758185325e-01 9.8322870028e-01 9.8833819063e-03 2.1305238574e+00 9.9006608919e-01 5.8103483731e-03 9.9309400758e-01 1.1559334701e-02
1.0000000000e-01 -3.5296208243e-01 7.5535263700e-01 9.8311221015e-01 9.9814677434e-03 2.1244519153e+00 9.9004069466e-01 5.8294668885e-03 9.9300181847e-01 1.1654634050e-02
1.0115794543e-01 -3.5154152221e-01 7.5310814539e-01 9.8299543377e-01 1.0079512722e-02 2.1183392109e+00 9.9001656420e-01 5.8486121480e-03 9.9290806772e-01 1.1749991310e-02
1.0232929923e-01 -3.5011219499e-01 7.5084836485e-01 9.8287836906e-01 1.0177057506e-02 2.1121857633e+00 9.8999374171e-01 5.8677083404e-03 9.9281270947e-01 1.1844962358e-02
1.0351421667e-01 -3.4867409195e-01 7.4857328368e-01 9.8276101370e-01 1.0274074084e-02 2.1059915975e+00 9.8997227190e-01 5.8867622356e-03 9.9271569679e-01 1.1939520965e-02
1.0471285481e-01 -3.4722720486e-01 7.4628289210e-01 9.8264336504e-01 1.0371338905e-02 2.0997567445e+00 9.8995220027e-01 5.9059371436e-03 9.9261698169e-01 1.2034425479e-02
1.0592537252e-01 -3.4577152600e-01 7.4397718226e-01 9.8252542017e-01 1.0468790305e-02 2.0934812416e+00 9.8993357311e-01 5.9252355161e-03 9.9251651511e-01 1.2129619824e-02
1.0715193052e-01 -3.4430704824e-01 7.4165614829e-01 9.8240717585e-01 1.0564806790e-02 2.0871651321e+00 9.8991643751e-01 5.9443530414e-03 9.9241424692e-01 1.2223521879e-02
1.0839269140e-01 -3.4283376499e-01 7.3931978636e-01 9.8228862856e-01 1.0660935309e-02 2.0808084656e+00 9.8990084135e-01 5.9636056568e-03 9.9231012595e-01 1.2317644448e-02
1.0964781961e-01 -3.4135167022e-01 7.3696809469e-01 9.8216977448e-01 1.0757116063e-02 2.0744112978e+00 9.8988683328e-01 5.9829967917e-03 9.9220409996e-01 1.2411932868e-02
1.1091748153e-01 -3.3986075848e-01 7.3460107359e-01 9.8205060946e-01 1.0852545305e-02 2.0679736910e+00 9.8987446274e-01 6.0023803790e-03 9.9209611565e-01 1.2505601222e-02
1.1220184543e-01 -3.3836102485e-01 7.3221872554e-01 9.8193112908e-01 1.0947200355e-02 2.0614957136e+00 9.8986377991e-01 6.0217639588e-03 9.9198611870e-01 1.2598627553e-02
1.1350108157e-01 -3.3685246503e-01 7.2982105518e-01 9.8181132857e-01 1.1041780070e-02 2.0549774406e+00 9.8985483576e-01 6.0413028729e-03 9.9187405375e-01 1.2691701191e-02
1.1481536215e-01 -3.3533507525e-01 7.2740806938e-01 9.8169120287e-01 1.1136227599e-02 2.0484189533e+00 9.8984768201e-01 6.0610017539e-03 9.9175986439e-01 1.2784769832e-02
1.1614486138e-01 -3.3380885233e-01 7.2497977726e-01 9.8157074661e-01 1.1229093673e-02 2.0418203396e+00 9.8984237110e-01 6.0805735403e-03 9.9164349321e-01 1.2876403351e-02
1.1748975549e-01 -3.3227379367e-01 7.2253619026e-01 9.8144995409e-01 1.1322449115e-02 2.0351816940e+00 9.8983895624e-01 6.1004640635e-03 9.9152488180e-01 1.2968650604e-02
1.1885022274e-01 -3.3072989723e-01 7.2007732215e-01 9.8132881930e-01 1.1414858461e-02 2.0285031174e+00 9.8983749134e-01 6.1203873877e-03 9.9140397074e-01 1.3060093644e-02
1.2022644346e-01 -3.2917716156e-01 7.1760318908e-01 9.8120733591e-01 1.1506965126e-02 2.0217847175e+00 9.8983803102e-01 6.1404951020e-03 9.9128069963e-01 1.3151372475e-02
1.2161860006e-01 -3.2761558580e-01 7.1511380964e-01 9.8108549726e-01 1.1598068308e-02 2.0150266085e+00 9.8984063062e-01 6.1606498457e-03 9.9115500710e-01 1.3241792102e-02
1.2302687708e-01 -3.2604516967e-01 7.1260920485e-01 9.8096329640e-01 1.1688789369e-02 2.0082289114e+00 9.8984534615e-01 6.1810020301e-03 9.9102683082e-01 1.3331972916e-02
1.2445146118e-01 -3.2446591346e-01 7.1008939827e-01 9.8084072603e-01 1.1778453544e-02 2.0013917537e+00 9.8985223431e-01 6.2014156565e-03 9.9089610756e-01 1.3421243033e-02
1.2589254118e-01 -3.2287781807e-01 7.0755441598e-01 9.8071777854e-01 1.1867660285e-02 1.9945152700e+00 9.8986135245e-01 6.2220401584e-03 9.9076277311e-01 1.3510203359e-02
1.2735030810e-01 -3.2128088497e-01 7.0500428664e-01 9.8059444600e-01 1.1956361603e-02 1.9875996012e+00 9.8987275856e-01 6.2428819786e-03 9.9062676240e-01 1.3598809210e-02
1.2882495517e-01 -3.1967511623e-01 7.0243904156e-01 9.8047072016e-01 1.2043921792e-02 1.9806448955e+00 9.8988651128e-01 6.2638066951e-03 9.9048800947e-01 1.3686423440e-02
1.3031667785e-01 -3.1806051451e-01 6.9985871468e-01 9.8034659243e-01 1.2131484793e-02 1.9736513074e+00 9.8990266983e-01 6.2851035074e-03 9.9034644749e-01 1.3774200962e-02
1.3182567386e-01 -3.1643708305e-01 6.9726334266e-01 9.8022205392e-01 1.2217840223e-02 1.9666189986e+00 9.8992129406e-01 6.3064974236e-03 9.9020200880e-01 1.3860923807e-02
1.3335214322e-01 -3.1480482571e-01 6.9465296489e-01 9.8009709543e-01 1.2302980205e-02 1.9595481376e+00 9.8994244436e-01 6.3279960306e-03 9.9005462490e-01 1.3946583050e-02
1.3489628826e-01 -3.1316374693e-01 6.9202762355e-01 9.7997170740e-01 1.2387981256e-02 1.9524388996e+00 9.8996618172e-01 6.3498873981e-03 9.8990422652e-01 1.4032273609e-02
1.3645831366e-01 -3.1151385173e-01 6.8938736362e-01 9.7984587998e-01 1.2471707338e-02 1.9452914667e+00 9.8999256762e-01 6.3718978658e-03 9.8975074362e-01 1.4116843816e-02
1.3803842646e-01 -3.0985514575e-01 6.8673223295e-01 9.7971960300e-01 1.2554672231e-02 1.9381060281e+00 9.9002166408e-01 6.3941750258e-03 9.8959410541e-01 1.4200818446e-02
1.3963683611e-01 -3.0818763523e-01 6.8406228228e-01 9.7959286598e-01 1.2636837587e-02 1.9308827797e+00 9.9005353362e-01 6.4167261178e-03 9.8943424038e-01 1.4284161563e-02
1.4125375446e-01 -3.0651132698e-01 6.8137756527e-01 9.7946565809e-01 1.2717670857e-02 1.9236219244e+00 9.9008823923e-01 6.4394180796e-03 9.8927107633e-01 1.4366328152e-02
1.4288939585e-01 -3.0482622843e-01 6.7867813855e-01 9.7933796822e-01 1.2798138769e-02 1.9163236719e+00 9.9012584433e-01 6.4625388901e-03 9.8910454043e-01 1.4448315475e-02
1.4454397707e-01 -3.0313234761e-01 6.7596406176e-01 9.7920978493e-01 1.2877227122e-02 1.9089882390e+00 9.9016641277e-01 6.4858150063e-03 9.8893455918e-01 1.4529080689e-02
1.4621771745e-01 -3.0142969315e-01 6.7323539756e-01 9.7908109648e-01 1.2955859820e-02 1.9016158493e+00 9.9021000882e-01 6.5095349468e-03 9.8876105852e-01 1.4609582997e-02
1.4791083882e-01 -2.9971827425e-01 6.7049221169e-01 9.7895189080e-01 1.3033070545e-02 1.8942067333e+00 9.9025669711e-01 6.5334245677e-03 9.8858396379e-01 1.4688822369e-02
1.4962356561e-01 -2.9799810076e-01 6.6773457299e-01 9.7882215553e-01 1.3109301555e-02 1.8867611285e+00 9.9030654261e-01 6.5576318324e-03 9.8840319983e-01 1.4767260213e-02
1.5135612484e-01 -2.9626918308e-01 6.6496255344e-01 9.7869187799e-01 1.3184952094e-02 1.8792792792e+00 9.9035961062e-01 6.5823057112e-03 9.8821869096e-01 1.4845319677e-02
1.5310874617e-01 -2.9453153225e-01 6.6217622820e-01 9.7856104519e-01 1.3259126434e-02 1.8717614367e+00 9.9041596673e-01 6.6071704857e-03 9.8803036104e-01 1.4922063868e-02
1.5488166189e-01 -2.9278515988e-01 6.5937567560e-01 9.7842964386e-01 1.3332237432e-02 1.8642078593e+00 9.9047567679e-01 6.6323747534e-03 9.8783813352e-01 1.4997928226e-02
1.5667510701e-01 -2.9103007819e-01 6.5656097723e-01 9.7829766040e-01 1.3404656022e-02 1.8566188119e+00 9.9053880690e-01 6.6580684951e-03 9.8764193142e-01 1.5073310954e-02
1.5848931925e-01 -2.8926630001e-01 6.5373221793e-01 9.7816508091e-01 1.3475555371e-02 1.8489945665e+00 9.9060542334e-01 6.6839736884e-03 9.8744167745e-01 1.5147336768e-02
1.6032453907e-01 -2.8749383876e-01 6.5088948584e-01 9.7803189122e-01 1.3545319687e-02 1.8413354020e+00 9.9067559259e-01 6.7102397756e-03 9.8723729396e-01 1.5220415871e-02
1.6218100974e-01 -2.8571270844e-01 6.4803287239e-01 9.7789807682e-01 1.3614292479e-02 1.8336416040e+00 9.9074938124e-01 6.7370179111e-03 9.8702870306e-01 1.5292922375e-02
1.6405897732e-01 -2.8392292367e-01 6.4516247239e-01 9.7776362293e-01 1.3682068406e-02 1.8259134650e+00 9.9082685602e-01 6.7641718272e-03 9.8681582659e-01 1.5364425615e-02
1.6595869074e-01 -2.8212449967e-01 6.4227838398e-01 9.7762851447e-01 1.3748629042e-02 1.8181512842e+00 9.9090808373e-01 6.7917083764e-03 9.8659858621e-01 1.5434908583e-02
1.6788040181e-01 -2.8031745224e-01 6.3938070873e-01 9.7749273606e-01 1.3813957216e-02 1.8103553679e+00 9.9099313120e-01 6.8196342962e-03 9.8637690342e-01 1.5504355495e-02
1.6982436525e-01 -2.7850179778e-01 6.3646955160e-01 9.7735627202e-01 1.3878036989e-02 1.8025260288e+00 9.9108206528e-01 6.8479562001e-03 9.8615069958e-01 1.5572751771e-02
1.7179083872e-01 -2.7667755328e-01 6.3354502099e-01 9.7721910639e-01 1.3941168397e-02 1.7946635867e+00 9.9117495280e-01 6.8768275625e-03 9.8591989601e-01 1.5640433552e-02
1.7378008287e-01 -2.7484473633e-01 6.3060722877e-01 9.7708122292e-01 1.4003003857e-02 1.7867683678e+00 9.9127186052e-01 6.9061089814e-03 9.8568441397e-01 1.5707022035e-02
1.7579236140e-01 -2.7300336511e-01 6.2765629028e-01 9.7694260506e-01 1.4063531398e-02 1.7788407053e+00 9.9137285511e-01 6.9358067043e-03 9.8544417474e-01 1.5772506530e-02
1.7782794100e-01 -2.7115345839e-01 6.2469232436e-01 9.7680323595e-01 1.4123026318e-02 1.7708809387e+00 9.9147800310e-01 6.9660757425e-03 9.8519909963e-01 1.5837201713e-02
1.7988709151e-01 -2.6929503552e-01 6.2171545334e-01 9.7666309848e-01 1.4181174234e-02 1.7628894146e+00 9.9158737086e-01 6.9967744474e-03 9.8494911006e-01 1.5900758553e-02
1.8197008586e-01 -2.6742811646e-01 6.1872580311e-01 9.7652217522e-01 1.4237966954e-02 1.7548664858e+00 9.9170102455e-01 7.0279086127e-03 9.8469412760e-01 1.5963170090e-02
1.8407720015e-01 -2.6555272173e-01 6.1572350307e-01 9.7638044844e-01 1.4293655956e-02 1.7468125119e+00 9.9181903009e-01 7.0596348440e-03 9.8443407398e-01 1.6024730444e-02
1.8620871367e-01 -2.6366887244e-01 6.1270868618e-01 9.7623790016e-01 1.4347958764e-02 1.7387278590e+00 9.9194145310e-01 7.0918090031e-03 9.8416887116e-01 1.6085119127e-02
1.8836490895e-01 -2.6177659030e-01 6.0968148897e-01 9.7609451205e-01 1.4400870732e-02 1.7306128996e+00 9.9206835891e-01 7.1244363544e-03 9.8389844136e-01 1.6144332703e-02
1.9054607180e-01 -2.5987589759e-01 6.0664205154e-01 9.7595026552e-01 1.4452852679e-02 1.7224680128e+00 9.9219981244e-01 7.1578283077e-03 9.8362270712e-01 1.6202922574e-02
1.9275249132e-01 -2.5796681716e-01 6.0359051754e-01 9.7580514168e-01 1.4503179678e-02 1.7142935841e+00 9.9233587827e-01 7.1915324337e-03 9.8334159134e-01 1.6260034205e-02
1.9498445998e-01 -2.5604937244e-01 6.0052703423e-01 9.7565912133e-01 1.4552306569e-02 1.7060900054e+00 9.9247662049e-01 7.2258605119e-03 9.8305501730e-01 1.6316214093e-02
1.9724227361e-01 -2.5412358744e-01 5.9745175244e-01 9.7551218497e-01 1.4600208135e-02 1.6978576748e+00 9.9262210273e-01 7.2608192726e-03 9.8276290875e-01 1.6371441459e-02
1.9952623150e-01 -2.5218948675e-01 5.9436482660e-01 9.7536431281e-01 1.4646860808e-02 1.6895969970e+00 9.9277238811e-01 7.2964152605e-03 9.8246518990e-01 1.6425697165e-02
2.0183663637e-01 -2.5024709552e-01 5.9126641471e-01 9.7521548473e-01 1.4692051822e-02 1.6813083826e+00 9.9292753916e-01 7.3324978430e-03 9.8216178549e-01 1.6478722780e-02
2.0417379447e-01 -2.4829643946e-01 5.8815667837e-01 9.7506568031e-01 1.4735784511e-02 1.6729922488e+00 9.9308761783e-01 7.3690708234e-03 9.8185262085e-01 1.6530522836e-02
2.0653801558e-01 -2.4633754486e-01 5.8503578275e-01 9.7491487880e-01 1.4778413468e-02 1.6646490186e+00 9.9325268542e-01 7.4064548180e-03 9.8153762191e-01 1.6581557575e-02
2.0892961309e-01 -2.4437043857e-01 5.8190389660e-01 9.7476305916e-01 1.4819562655e-02 1.6562791214e+00 9.9342280254e-01 7.4443392057e-03 9.8121671524e-01 1.6631351992e-02
2.1134890398e-01 -2.4239514800e-01 5.7876119223e-01 9.7461019998e-01 1.4859398611e-02 1.6478829927e+00 9.9359802907e-01 7.4828871482e-03 9.8088982815e-01 1.6680128186e-02
2.1379620895e-01 -2.4041170111e-01 5.7560784551e-01 9.7445627956e-01 1.4897906381e-02 1.6394610737e+00 9.9377842414e-01 7.5221038044e-03 9.8055688863e-01 1.6727875602e-02
2.1627185237e-01 -2.3842012644e-01 5.7244403586e-01 9.7430127582e-01 1.4934926923e-02 1.6310138119e+00 9.9396404603e-01 7.5618324205e-03 9.8021782549e-01 1.6774383108e-02
2.1877616239e-01 -2.3642045304e-01 5.6926994624e-01 9.7414516636e-01 1.4970746334e-02 1.6225416606e+00 9.9415495221e-01 7.6024001354e-03 9.7987256835e-01 1.6820053099e-02
2.2130947096e-01 -2.3441271055e-01 5.6608576310e-01 9.7398792842e-01 1.5005069664e-02 1.6140450790e+00 9.9435119922e-01 7.6434872179e-03 9.7952104767e-01 1.6864480976e-02
2.2387211386e-01 -2.3239692914e-01 5.6289167642e-01 9.7382953887e-01 1.5038032714e-02 1.6055245321e+00 9.9455284269e-01 7.6852593699e-03 9.7916319482e-01 1.6907863403e-02
2.2646443076e-01 -2.3037313952e-01 5.5968787962e-01 9.7366997421e-01 1.5069627064e-02 1.5969804907e+00 9.9475993725e-01 7.7277203452e-03 9.7879894209e-01 1.6950196328e-02
2.2908676528e-01 -2.2834137295e-01 5.5647456963e-01 9.7350921057e-01 1.5099956956e-02 1.5884134312e+00 9.9497253652e-01 7.7710390812e-03 9.7842822273e-01 1.6991650139e-02
2.3173946500e-01 -2.2630166122e-01 5.5325194676e-01 9.7334722368e-01 1.5128787292e-02 1.5798238359e+00 9.9519069305e-01 7.8148884754e-03 9.7805097101e-01 1.7031871549e-02
2.3442288153e-01 -2.2425403666e-01 5.5002021476e-01 9.7318398885e-01 1.5156231336e-02 1.5712121924e+00 9.9541445828e-01 7.8594360645e-03 9.7766712223e-01 1.7071038878e-02
2.3713737057e-01 -2.2219853212e-01 5.4677958074e-01 9.7301948100e-01 1.5182378006e-02 1.5625789940e+00 9.9564388251e-01 7.9048520450e-03 9.7727661274e-01 1.7109310311e-02
2.3988329190e-01 -2.2013518100e-01 5.4353025518e-01 9.7285367461e-01 1.5207034018e-02 1.5539247394e+00 9.9587901485e-01 7.9508038244e-03 9.7687938003e-01 1.7146367955e-02
2.4266100951e-01 -2.1806401720e-01 5.4027245185e-01 9.7268654373e-01 1.5230377142e-02 1.5452499329e+00 9.9611990318e-01 7.9976293456e-03 9.7647536268e-01 1.7182524818e-02
2.4547089157e-01 -2.1598507515e-01 5.3700638781e-01 9.7251806194e-01 1.5252315129e-02 1.5365550839e+00 9.9636659410e-01 8.0451622822e-03 9.7606450045e-01 1.7217627888e-02
2.4831331053e-01 -2.1389838981e-01 5.3373228339e-01 9.7234820235e-01 1.5272849188e-02 1.5278407072e+00 9.9661913290e-01 8.0934036711e-03 9.7564673430e-01 1.7251682537e-02
2.5118864315e-01 -2.1180399663e-01 5.3045036209e-01 9.7217693760e-01 1.5292044874e-02 1.5191073228e+00 9.9687756352e-01 8.1425254304e-03 9.7522200637e-01 1.7284828693e-02
2.5409727055e-01 -2.0970193158e-01 5.2716085058e-01 9.7200423981e-01 1.5309831112e-02 1.5103554560e+00 9.9714192850e-01 8.1923579410e-03 9.7479026007e-01 1.7316931201e-02
2.5703957828e-01 -2.0759223115e-01 5.2386397868e-01 9.7183008060e-01 1.5326212358e-02 1.5015856370e+00 9.9741226895e-01 8.2429010765e-03 9.7435144007e-01 1.7347998524e-02
2.6001595632e-01 -2.0547493232e-01 5.2055997926e-01 9.7165443104e-01 1.5341241336e-02 1.4927984011e+00 9.9768862451e-01 8.2943275331e-03 9.7390549233e-01 1.7378160735e-02
2.6302679919e-01 -2.0335007256e-01 5.1724908823e-01 9.7147726164e-01 1.5354866703e-02 1.4839942885e+00 9.9797103328e-01 8.3464644434e-03 9.7345236409e-01 1.7407299045e-02
2.6607250598e-01 -2.0121768986e-01 5.1393154447e-01 9.7129854234e-01 1.5367095836e-02 1.4751738445e+00 9.9825953185e-01 8.3993104610e-03 9.7299200394e-01 1.7435424606e-02
2.6915348039e-01 -1.9907782266e-01 5.1060758979e-01 9.7111824249e-01 1.5377969383e-02 1.4663376190e+00 9.9855415517e-01 8.4530388604e-03 9.7252436181e-01 1.7462658322e-02
2.7227013081e-01 -1.9693050994e-01 5.0727746890e-01 9.7093633080e-01 1.5387482072e-02 1.4574861667e+00 9.9885493660e-01 8.5076491973e-03 9.7204938898e-01 1.7489001647e-02
2.7542287033e-01 -1.9477579112e-01 5.0394142930e-01 9.7075277536e-01 1.5395606900e-02 1.4486200470e+00 9.9916190781e-01 8.5629643667e-03 9.7156703811e-01 1.7514355528e-02
2.7861211686e-01 -1.9261370611e-01 5.0059972126e-01 9.7056754360e-01 1.5402373523e-02 1.4397398239e+00 9.9947509877e-01 8.6191579529e-03 9.7107726325e-01 1.7538832671e-02
2.8183829313e-01 -1.9044429531e-01 4.9725259776e-01 9.7038060223e-01 1.5407780440e-02 1.4308460658e+00 9.9979453771e-01 8.6762279817e-03 9.7058001982e-01 1.7562437913e-02
2.8510182675e-01 -1.8826759956e-01 4.9390031441e-01 9.7019191728e-01 1.5411817477e-02 1.4219393458e+00 1.0001202511e+00 8.7339942669e-03 9.7007526467e-01 1.7585085481e-02
2.8840315031e-01 -1.8608366021e-01 4.9054312941e-01 9.7000145402e-01 1.5414503984e-02 1.4130202412e+00 1.0004522635e+00 8.7926304693e-03 9.6956295605e-01 1.7606880448e-02
2.9174270140e-01 -1.8389251903e-01 4.8718130346e-01 9.6980917697e-01 1.5415841893e-02 1.4040893335e+00 1.0007905979e+00 8.8521330208e-03 9.6904305361e-01 1.7627830586e-02
2.9512092267e-01 -1.8169421826e-01 4.8381509971e-01 9.6961504983e-01 1.5415834311e-02 1.3951472086e+00 1.0011352749e+00 8.9124977869e-03 9.6851551844e-01 1.7647944642e-02
2.9853826189e-01 -1.7948880061e-01 4.8044478368e-01 9.6941903551e-01 1.5414485484e-02 1.3861944564e+00 1.0014863138e+00 8.9737200595e-03 9.6798031302e-01 1.7667232290e-02
3.0199517204e-01 -1.7727630921e-01 4.7707062322e-01 9.6922109605e-01 1.5411800757e-02 1.3772316709e+00 1.0018437315e+00 9.0357945513e-03 9.6743740128e-01 1.7685704073e-02
3.0549211132e-01 -1.7505678766e-01 4.7369288837e-01 9.6902119260e-01 1.5407799959e-02 1.3682594501e+00 1.0022075430e+00 9.0985352942e-03 9.6688674852e-01 1.7703296830e-02
3.0902954325e-01 -1.7283027999e-01 4.7031185136e-01 9.6881928541e-01 1.5402467212e-02 1.3592783957e+00 1.0025777615e+00 9.1622957010e-03 9.6632832148e-01 1.7720174247e-02
3.1260793671e-01 -1.7059683065e-01 4.6692778650e-01 9.6861533378e-01 1.5395820721e-02 1.3502891134e+00 1.0029543979e+00 9.2268889624e-03 9.6576208828e-01 1.7736272015e-02
3.1622776602e-01 -1.6835648455e-01 4.6354097008e-01 9.6840929603e-01 1.5387869856e-02 1.3412922124e+00 1.0033374612e+00 9.2923074240e-03 9.6518801845e-01 1.7751603620e-02
3.1988951097e-01 -1.6610928700e-01 4.6015168034e-01 9.6820112946e-01 1.5378624902e-02 1.3322883057e+00 1.0037269583e+00 9.3585428301e-03 9.6460608286e-01 1.7766183147e-02
3.2359365693e-01 -1.6385528374e-01 4.5676019736e-01 9.6799079034e-01 1.5368097024e-02 1.3232780096e+00 1.0041228937e+00 9.4255863216e-03 9.6401625379e-01 1.7780025229e-02
3.2734069488e-01 -1.6159452094e-01 4.5336680296e-01 9.6777823382e-01 1.5356265151e-02 1.3142619439e+00 1.0045252701e+00 9.4936099961e-03 9.6341850483e-01 1.7793205805e-02
3.3113112148e-01 -1.5932704515e-01 4.4997178066e-01 9.6756341398e-01 1.5343169317e-02 1.3052407318e+00 1.0049340879e+00 9.5624225006e-03 9.6281281092e-01 1.7805675692e-02
3.3496543916e-01 -1.5705290335e-01 4.4657541557e-01 9.6734628370e-01 1.5328784548e-02 1.2962149996e+00 1.0053493452e+00 9.6321948735e-03 9.6219914829e-01 1.7817508058e-02
3.3884415614e-01 -1.5477214293e-01 4.4317799430e-01 9.6712679469e-01 1.5313200442e-02 1.2871853768e+00 1.0057710379e+00 9.7025521868e-03 9.6157749449e-01 1.7828603738e-02
3.4276778655e-01 -1.5248481164e-01 4.3977980487e-01 9.6690489741e-01 1.5296307795e-02 1.2781524960e+00 1.0061991597e+00 9.7740280146e-03 9.6094782831e-01 1.7839145258e-02
3.4673685045e-01 -1.5019095767e-01 4.3638113665e-01 9.6668054105e-01 1.5278200881e-02 1.2691169924e+00 1.0066337021e+00 9.8462459380e-03 9.6031012977e-01 1.7849036239e-02
3.5075187395e-01 -1.4789062956e-01 4.3298228023e-01 9.6645367348e-01 1.5258896896e-02 1.2600795044e+00 1.0070746539e+00 9.9191925524e-03 9.5966438011e-01 1.7858294379e-02
3.5481338923e-01 -1.4558387625e-01 4.2958352735e-01 9.6622424124e-01 1.5238361960e-02 1.2510406730e+00 1.0075220021e+00 9.9930357055e-03 9.5901056176e-01 1.7866986221e-02
3.5892193465e-01 -1.4327074705e-01 4.2618517082e-01 9.6599218944e-01 1.5216607559e-02 1.2420011415e+00 1.0079757311e+00 1.0067760504e-02 9.5834865826e-01 1.7875125394e-02
3.6307805477e-01 -1.4095129164e-01 4.2278750440e-01 9.6575746176e-01 1.5193646241e-02 1.2329615561e+00 1.0084358228e+00 1.0143351243e-02 9.5767865430e-01 1.7882725968e-02
3.6728230050e-01 -1.3862556008e-01 4.1939082271e-01 9.6552000040e-01 1.5169549895e-02 1.2239225651e+00 1.0089022571e+00 1.0219609944e-02 9.5700053562e-01 1.7889757706e-02
3.7153522910e-01 -1.3629360278e-01 4.1599542115e-01 9.6527974603e-01 1.5144218483e-02 1.2148848192e+00 1.0093750111e+00 1.0296882414e-02 9.5631428900e-01 1.7896325962e-02
3.7583740429e-01 -1.3395547051e-01 4.1260159580e-01 9.6503663774e-01 1.5117786018e-02 1.2058489712e+00 1.0098540597e+00 1.0374787876e-02 9.5561990221e-01 1.7902357446e-02
3.8018939632e-01 -1.3161121440e-01 4.0920964333e-01 9.6479061302e-01 1.5090210338e-02 1.1968156759e+00 1.0103393753e+00 1.0453488972e-02 9.5491736399e-01 1.7907911855e-02
3.8459178205e-01 -1.2926088591e-01 4.0581986086e-01 9.6454160767e-01 1.5061508470e-02 1.1877855901e+00 1.0108309280e+00 1.0532966087e-02 9.5420666396e-01 1.7913004318e-02
3.8904514499e-01 -1.2690453686e-01 4.0243254592e-01 9.6428955579e-01 1.5031630550e-02 1.1787593722e+00 1.0113286853e+00 1.0613378873e-02 9.5348779263e-01 1.7917689288e-02
3.9355007546e-01 -1.2454221939e-01 3.9904799633e-01 9.6403438975e-01 1.5000729034e-02 1.1697376825e+00 1.0118326123e+00 1.0694345626e-02 9.5276074130e-01 1.7921902545e-02
3.9810717055e-01 -1.2217398598e-01 3.9566651008e-01 9.6377604006e-01 1.4968686394e-02 1.1607211825e+00 1.0123426715e+00 1.0776204017e-02 9.5202550205e-01 1.7925736938e-02
4.0271703433e-01 -1.1979988943e-01 3.9228838526e-01 9.6351443543e-01 1.4935590709e-02 1.1517105355e+00 1.0128588230e+00 1.0858751136e-02 9.5128206766e-01 1.7929168399e-02
4.0738027780e-01 -1.1741998288e-01 3.8891391995e-01 9.6324950264e-01 1.4901463012e-02 1.1427064058e+00 1.0133810246e+00 1.0941963372e-02 9.5053043158e-01 1.7932211932e-02
4.1209751910e-01 -1.1503431976e-01 3.8554341211e-01 9.6298116652e-01 1.4866249792e-02 1.1337094588e+00 1.0139092312e+00 1.1025994030e-02 9.4977058785e-01 1.7934917523e-02
4.1686938347e-01 -1.1264295383e-01 3.8217715950e-01 9.6270934991e-01 1.4830045975e-02 1.1247203611e+00 1.0144433955e+00 1.1110639156e-02 9.4900253107e-01 1.7937263111e-02
4.2169650343e-01 -1.1024593913e-01 3.7881545956e-01 9.6243397360e-01 1.4792796965e-02 1.1157397800e+00 1.0149834675e+00 1.1196049229e-02 9.4822625631e-01 1.7939296895e-02
4.2657951880e-01 -1.0784333003e-01 3.7545860933e-01 9.6215495627e-01 1.4754601761e-02 1.1067683837e+00 1.0155293949e+00 1.1282019832e-02 9.4744175908e-01 1.7940997658e-02
4.3151907683e-01 -1.0543518118e-01 3.7210690534e-01 9.6187221447e-01 1.4715404804e-02 1.0978068408e+00 1.0160811226e+00 1.1368698502e-02 9.4664903527e-01 1.7942411743e-02
4.3651583224e-01 -1.0302154750e-01 3.6876064349e-01 9.6158566254e-01 1.4675227864e-02 1.0888558203e+00 1.0166385933e+00 1.1456054801e-02 9.4584808104e-01 1.7943550670e-02
4.4157044735e-01 -1.0060248424e-01 3.6542011900e-01 9.6129521256e-01 1.4634175324e-02 1.0799159917e+00 1.0172017468e+00 1.1543883992e-02 9.4503889282e-01 1.7944393807e-02
4.4668359215e-01 -9.8178046878e-02 3.6208562627e-01 9.6100077433e-01 1.4592190493e-02 1.0709880246e+00 1.0177705207e+00 1.1632328951e-02 9.4422146721e-01 1.7944984632e-02
4.5185594437e-01 -9.5748291199e-02 3.5875745877e-01 9.6070225529e-01 1.4549213817e-02 1.0620725884e+00 1.0183448499e+00 1.1721528318e-02 9.4339580090e-01 1.7945364323e-02
4.5708818961e-01 -9.3313273240e-02 3.5543590900e-01 9.6039956047e-01 1.4505436081e-02 1.0531703526e+00 1.0189246669e+00 1.1811104088e-02 9.4256189064e-01 1.7945480310e-02
4.6238102140e-01 -9.0873049306e-02 3.5212126834e-01 9.6009259246e-01 1.4460799873e-02 1.0442819861e+00 1.0195099016e+00 1.1901194140e-02 9.4171973313e-01 1.7945373112e-02
