# Q2 z GE_fit_SBS GE_fit_rat_SBS dGEGD_SBS GM_fit_SBS GM_fit_rat_SBS dGMGD_SBS GEGM_fit_rat_SBS dGEGM_SBS
3.4276778655e-04 -5.1839351523e-01 9.9896302715e-01 9.9992780180e-01 3.6818833495e-05 2.7898841578e+00 9.9990375606e-01 7.2294384583e-05 1.0000240481e+00 8.1139528746e-05
3.4673685045e-04 -5.1838424381e-01 9.9895102530e-01 9.9992696252e-01 3.7243961673e-05 2.7898498950e+00 9.9990265004e-01 7.3129307412e-05 1.0000243148e+00 8.2076670870e-05
3.5075187395e-04 -5.1837486539e-01 9.9893888462e-01 9.9992611344e-01 3.7673352620e-05 2.7898152366e+00 9.9990153140e-01 7.3972607340e-05 1.0000245845e+00 8.3023217114e-05
3.5481338923e-04 -5.1836537873e-01 9.9892660348e-01 9.9992525446e-01 3.8108086533e-05 2.7897801780e+00 9.9990040001e-01 7.4826400011e-05 1.0000248569e+00 8.3981543305e-05
3.5892193465e-04 -5.1835578260e-01 9.9891418028e-01 9.9992438545e-01 3.8548162497e-05 2.7897447147e+00 9.9989925573e-01 7.5690683994e-05 1.0000251323e+00 8.4951647859e-05
3.6307805477e-04 -5.1834607572e-01 9.9890161337e-01 9.9992350630e-01 3.8993579596e-05 2.7897088420e+00 9.9989809840e-01 7.6565457856e-05 1.0000254105e+00 8.5933529190e-05
3.6728230050e-04 -5.1833625684e-01 9.9888890109e-01 9.9992261688e-01 3.9443256045e-05 2.7896725551e+00 9.9989692788e-01 7.7448603528e-05 1.0000256916e+00 8.6924808778e-05
3.7153522910e-04 -5.1832632465e-01 9.9887604176e-01 9.9992171709e-01 3.9899352691e-05 2.7896358493e+00 9.9989574403e-01 7.8344352913e-05 1.0000259758e+00 8.7930238974e-05
3.7583740429e-04 -5.1831627786e-01 9.9886303369e-01 9.9992080679e-01 4.0359706920e-05 2.7895987198e+00 9.9989454669e-01 7.9248471371e-05 1.0000262629e+00 8.8945064403e-05
3.8018939632e-04 -5.1830611515e-01 9.9884987514e-01 9.9991988586e-01 4.0825398668e-05 2.7895611617e+00 9.9989333572e-01 8.0163074093e-05 1.0000265530e+00 8.9971660401e-05
3.8459178205e-04 -5.1829583519e-01 9.9883656439e-01 9.9991895418e-01 4.1296427004e-05 2.7895231701e+00 9.9989211096e-01 8.1088159630e-05 1.0000268461e+00 9.1010025370e-05
3.8904514499e-04 -5.1828543663e-01 9.9882309967e-01 9.9991801161e-01 4.1773871656e-05 2.7894847399e+00 9.9989087225e-01 8.2025842803e-05 1.0000271423e+00 9.2062534244e-05
3.9355007546e-04 -5.1827491810e-01 9.9880947921e-01 9.9991705804e-01 4.2255570321e-05 2.7894458662e+00 9.9988961944e-01 8.2971889541e-05 1.0000274416e+00 9.3124432277e-05
3.9810717055e-04 -5.1826427823e-01 9.9879570120e-01 9.9991609334e-01 4.2743683344e-05 2.7894065438e+00 9.9988835238e-01 8.3930530858e-05 1.0000277441e+00 9.4200470852e-05
4.0271703433e-04 -5.1825351563e-01 9.9878176383e-01 9.9991511736e-01 4.3237129119e-05 2.7893667676e+00 9.9988707090e-01 8.4899649021e-05 1.0000280496e+00 9.5288271830e-05
4.0738027780e-04 -5.1824262887e-01 9.9876766526e-01 9.9991412998e-01 4.3735906699e-05 2.7893265324e+00 9.9988577485e-01 8.5879242567e-05 1.0000283584e+00 9.6387833604e-05
4.1209751910e-04 -5.1823161655e-01 9.9875340362e-01 9.9991313107e-01 4.4241095597e-05 2.7892858328e+00 9.9988446405e-01 8.6871425938e-05 1.0000286703e+00 9.7501530701e-05
4.1686938347e-04 -5.1822047720e-01 9.9873897703e-01 9.9991212048e-01 4.4751614318e-05 2.7892446636e+00 9.9988313835e-01 8.7874081609e-05 1.0000289855e+00 9.8626985215e-05
4.2169650343e-04 -5.1820920938e-01 9.9872438358e-01 9.9991109809e-01 4.5268542287e-05 2.7892030193e+00 9.9988179758e-01 8.8889323871e-05 1.0000293040e+00 9.9766571510e-05
4.2657951880e-04 -5.1819781161e-01 9.9870962135e-01 9.9991006375e-01 4.5790798086e-05 2.7891608945e+00 9.9988044157e-01 8.9915035338e-05 1.0000296257e+00 1.0091791184e-04
4.3151907683e-04 -5.1818628239e-01 9.9869468838e-01 9.9990901732e-01 4.6319461051e-05 2.7891182836e+00 9.9987907015e-01 9.0953330149e-05 1.0000299508e+00 1.0208338039e-04
4.3651583224e-04 -5.1817462022e-01 9.9867958271e-01 9.9990795865e-01 4.6854530096e-05 2.7890751811e+00 9.9987768315e-01 9.2004206604e-05 1.0000302792e+00 1.0326297533e-04
4.4157044735e-04 -5.1816282357e-01 9.9866430234e-01 9.9990688762e-01 4.7394923917e-05 2.7890315813e+00 9.9987628040e-01 9.3065547525e-05 1.0000306110e+00 1.0445431912e-04
4.4668359215e-04 -5.1815089089e-01 9.9864884525e-01 9.9990580406e-01 4.7941721718e-05 2.7889874784e+00 9.9987486172e-01 9.4139466824e-05 1.0000309462e+00 1.0565978572e-04
4.5185594437e-04 -5.1813882063e-01 9.9863320940e-01 9.9990470783e-01 4.8496002541e-05 2.7889428668e+00 9.9987342693e-01 9.5228078117e-05 1.0000312849e+00 1.0688174879e-04
4.5708818961e-04 -5.1812661120e-01 9.9861739273e-01 9.9990359878e-01 4.9055604976e-05 2.7888977405e+00 9.9987197585e-01 9.6327148963e-05 1.0000316270e+00 1.0811545537e-04
4.6238102140e-04 -5.1811426100e-01 9.9860139315e-01 9.9990247676e-01 4.9621608097e-05 2.7888520937e+00 9.9987050831e-01 9.7438793045e-05 1.0000319726e+00 1.0936327917e-04
4.6773514129e-04 -5.1810176843e-01 9.9858520854e-01 9.9990134162e-01 5.0195090814e-05 2.7888059204e+00 9.9986902412e-01 9.8565123752e-05 1.0000323217e+00 1.1062759360e-04
4.7315125896e-04 -5.1808913184e-01 9.9856883677e-01 9.9990019320e-01 5.0773891953e-05 2.7887592144e+00 9.9986752309e-01 9.9701909071e-05 1.0000326744e+00 1.1190364619e-04
4.7863009232e-04 -5.1807634958e-01 9.9855227567e-01 9.9989903134e-01 5.1360170388e-05 2.7887119697e+00 9.9986600504e-01 1.0085337742e-04 1.0000330307e+00 1.1319618551e-04
4.8417236758e-04 -5.1806341999e-01 9.9853552307e-01 9.9989785590e-01 5.1952844993e-05 2.7886641802e+00 9.9986446978e-01 1.0201741196e-04 1.0000333906e+00 1.1450283443e-04
4.8977881937e-04 -5.1805034137e-01 9.9851857675e-01 9.9989666669e-01 5.2552994502e-05 2.7886158395e+00 9.9986291711e-01 1.0319612577e-04 1.0000337542e+00 1.1582596603e-04
4.9545019080e-04 -5.1803711201e-01 9.9850143447e-01 9.9989546358e-01 5.3159537864e-05 2.7885669413e+00 9.9986134686e-01 1.0438740216e-04 1.0000341214e+00 1.1716320332e-04
5.0118723363e-04 -5.1802373018e-01 9.9848409396e-01 9.9989424638e-01 5.3773553723e-05 2.7885174792e+00 9.9985975881e-01 1.0559335406e-04 1.0000344924e+00 1.1851691924e-04
5.0699070827e-04 -5.1801019413e-01 9.9846655295e-01 9.9989301493e-01 5.4393961105e-05 2.7884674467e+00 9.9985815278e-01 1.0681186491e-04 1.0000348671e+00 1.1988473695e-04
5.1286138399e-04 -5.1799650210e-01 9.9844880912e-01 9.9989176907e-01 5.5021838568e-05 2.7884168373e+00 9.9985652856e-01 1.0804504749e-04 1.0000352456e+00 1.2126902921e-04
5.1880003893e-04 -5.1798265230e-01 9.9843086012e-01 9.9989050862e-01 5.5657184856e-05 2.7883656444e+00 9.9985488596e-01 1.0929289982e-04 1.0000356278e+00 1.2266979391e-04
5.2480746025e-04 -5.1796864292e-01 9.9841270359e-01 9.9988923341e-01 5.6299998713e-05 2.7883138613e+00 9.9985322476e-01 1.1055541995e-04 1.0000360139e+00 1.2408702894e-04
5.3088444423e-04 -5.1795447212e-01 9.9839433712e-01 9.9988794327e-01 5.6949199314e-05 2.7882614811e+00 9.9985154477e-01 1.1183049158e-04 1.0000364039e+00 1.2551835778e-04
5.3703179637e-04 -5.1794013806e-01 9.9837575831e-01 9.9988663802e-01 5.7606944565e-05 2.7882084970e+00 9.9984984578e-01 1.1312234144e-04 1.0000367978e+00 1.2696852720e-04
5.4325033149e-04 -5.1792563887e-01 9.9835696469e-01 9.9988531748e-01 5.8272153593e-05 2.7881549022e+00 9.9984812757e-01 1.1442885315e-04 1.0000371956e+00 1.2843516061e-04
5.4954087386e-04 -5.1791097265e-01 9.9833795378e-01 9.9988398147e-01 5.8944825128e-05 2.7881006895e+00 9.9984638994e-01 1.1575002473e-04 1.0000375973e+00 1.2991825588e-04
5.5590425727e-04 -5.1789613749e-01 9.9831872308e-01 9.9988262981e-01 5.9624957899e-05 2.7880458520e+00 9.9984463267e-01 1.1708585420e-04 1.0000380030e+00 1.3141781091e-04
5.6234132519e-04 -5.1788113145e-01 9.9829927006e-01 9.9988126231e-01 6.0313629987e-05 2.7879903823e+00 9.9984285555e-01 1.1843845352e-04 1.0000384128e+00 1.3293619757e-04
5.6885293084e-04 -5.1786595258e-01 9.9827959213e-01 9.9987987879e-01 6.1009760674e-05 2.7879342734e+00 9.9984105835e-01 1.1980570659e-04 1.0000388266e+00 1.3447103961e-04
5.7543993734e-04 -5.1785059889e-01 9.9825968672e-01 9.9987847905e-01 6.1714427954e-05 2.7878775178e+00 9.9983924085e-01 1.2118972521e-04 1.0000392445e+00 1.3602470874e-04
5.8210321777e-04 -5.1783506839e-01 9.9823955119e-01 9.9987706290e-01 6.2426551183e-05 2.7878201081e+00 9.9983740284e-01 1.2258839346e-04 1.0000396665e+00 1.3759482884e-04
5.8884365536e-04 -5.1781935905e-01 9.9821918289e-01 9.9987563015e-01 6.3147208268e-05 2.7877620368e+00 9.9983554408e-01 1.2400382297e-04 1.0000400927e+00 1.3918377150e-04
5.9566214353e-04 -5.1780346882e-01 9.9819857913e-01 9.9987418060e-01 6.3876397795e-05 2.7877032964e+00 9.9983366436e-01 1.2543601151e-04 1.0000405230e+00 1.4079153435e-04
6.0255958607e-04 -5.1778739564e-01 9.9817773719e-01 9.9987271406e-01 6.4614118346e-05 2.7876438792e+00 9.9983176343e-01 1.2688495687e-04 1.0000409575e+00 1.4241811505e-04
6.0953689724e-04 -5.1777113739e-01 9.9815665433e-01 9.9987123031e-01 6.5360368502e-05 2.7875837773e+00 9.9982984106e-01 1.2835065681e-04 1.0000413963e+00 1.4406351125e-04
6.1659500186e-04 -5.1775469198e-01 9.9813532777e-01 9.9986972916e-01 6.6115146839e-05 2.7875229830e+00 9.9982789703e-01 1.2983310909e-04 1.0000418393e+00 1.4572772061e-04
6.2373483548e-04 -5.1773805725e-01 9.9811375469e-01 9.9986821040e-01 6.6877372944e-05 2.7874614883e+00 9.9982593109e-01 1.3133019821e-04 1.0000422867e+00 1.4740836748e-04
6.3095734448e-04 -5.1772123104e-01 9.9809193226e-01 9.9986667383e-01 6.7650282351e-05 2.7873992852e+00 9.9982394300e-01 1.3284826176e-04 1.0000427384e+00 1.4911256938e-04
6.3826348619e-04 -5.1770421115e-01 9.9806985758e-01 9.9986511922e-01 6.8430636666e-05 2.7873363656e+00 9.9982193252e-01 1.3438095766e-04 1.0000431944e+00 1.5083320411e-04
6.4565422903e-04 -5.1768699538e-01 9.9804752776e-01 9.9986354637e-01 6.9220592305e-05 2.7872727212e+00 9.9981989941e-01 1.3593251000e-04 1.0000436548e+00 1.5257501566e-04
6.5313055265e-04 -5.1766958149e-01 9.9802493986e-01 9.9986195505e-01 7.0020147708e-05 2.7872083438e+00 9.9981784342e-01 1.3750291632e-04 1.0000441197e+00 1.5433800145e-04
6.6069344801e-04 -5.1765196719e-01 9.9800209088e-01 9.9986034506e-01 7.0828222529e-05 2.7871432249e+00 9.9981576429e-01 1.3909006123e-04 1.0000445890e+00 1.5611978603e-04
6.6834391757e-04 -5.1763415022e-01 9.9797897783e-01 9.9985871616e-01 7.1645894065e-05 2.7870773561e+00 9.9981366178e-01 1.4069605532e-04 1.0000450628e+00 1.5792273985e-04
6.7608297539e-04 -5.1761612824e-01 9.9795559765e-01 9.9985706814e-01 7.2473160746e-05 2.7870107288e+00 9.9981153563e-01 1.4232089612e-04 1.0000455411e+00 1.5974686036e-04
6.8391164728e-04 -5.1759789891e-01 9.9793194727e-01 9.9985540076e-01 7.3310021001e-05 2.7869433343e+00 9.9980938559e-01 1.4396458113e-04 1.0000460239e+00 1.6159214497e-04
6.9183097092e-04 -5.1757945987e-01 9.9790802356e-01 9.9985371380e-01 7.4156473254e-05 2.7868751637e+00 9.9980721139e-01 1.4562710789e-04 1.0000465114e+00 1.6345859113e-04
6.9984199600e-04 -5.1756080871e-01 9.9788382339e-01 9.9985200702e-01 7.5012515927e-05 2.7868062083e+00 9.9980501276e-01 1.4730847391e-04 1.0000470034e+00 1.6534619628e-04
7.0794578438e-04 -5.1754194302e-01 9.9785934355e-01 9.9985028019e-01 7.5879225972e-05 2.7867364590e+00 9.9980278946e-01 1.4901078917e-04 1.0000475001e+00 1.6725733026e-04
7.1614341021e-04 -5.1752286033e-01 9.9783458082e-01 9.9984853307e-01 7.6754444702e-05 2.7866659068e+00 9.9980054119e-01 1.5072982618e-04 1.0000480015e+00 1.6918724561e-04
7.2443596007e-04 -5.1750355819e-01 9.9780953195e-01 9.9984676541e-01 7.7641406001e-05 2.7865945424e+00 9.9979826771e-01 1.5247191961e-04 1.0000485075e+00 1.7114305679e-04
7.3282453314e-04 -5.1748403406e-01 9.9778419363e-01 9.9984497698e-01 7.8536872813e-05 2.7865223566e+00 9.9979596872e-01 1.5423072981e-04 1.0000490183e+00 1.7311764423e-04
7.4131024130e-04 -5.1746428543e-01 9.9775856253e-01 9.9984316752e-01 7.9444078766e-05 2.7864493399e+00 9.9979364396e-01 1.5601259101e-04 1.0000495338e+00 1.7511812194e-04
7.4989420933e-04 -5.1744430973e-01 9.9773263526e-01 9.9984133679e-01 8.0360865372e-05 2.7863754829e+00 9.9979129314e-01 1.5781327607e-04 1.0000500541e+00 1.7713974284e-04
7.5857757503e-04 -5.1742410436e-01 9.9770640842e-01 9.9983948453e-01 8.1289387599e-05 2.7863007759e+00 9.9978891599e-01 1.5963700655e-04 1.0000505792e+00 1.7918724829e-04
7.6736148936e-04 -5.1740366671e-01 9.9767987855e-01 9.9983761048e-01 8.2227487123e-05 2.7862252093e+00 9.9978651222e-01 1.6147955560e-04 1.0000511092e+00 1.8125589155e-04
7.7624711663e-04 -5.1738299413e-01 9.9765304216e-01 9.9983571439e-01 8.3177318738e-05 2.7861487731e+00 9.9978408153e-01 1.6334514446e-04 1.0000516440e+00 1.8335041367e-04
7.8523563461e-04 -5.1736208392e-01 9.9762589572e-01 9.9983379599e-01 8.4137802437e-05 2.7860714575e+00 9.9978162365e-01 1.6523165839e-04 1.0000521837e+00 1.8546843993e-04
7.9432823472e-04 -5.1734093339e-01 9.9759843565e-01 9.9983185501e-01 8.5108936494e-05 2.7859932524e+00 9.9977913827e-01 1.6713909466e-04 1.0000527284e+00 1.8760996760e-04
8.0352612219e-04 -5.1731953979e-01 9.9757065834e-01 9.9982989120e-01 8.6091797248e-05 2.7859141477e+00 9.9977662510e-01 1.6906956219e-04 1.0000532780e+00 1.8977736546e-04
8.1283051616e-04 -5.1729790035e-01 9.9754256013e-01 9.9982790427e-01 8.7085304814e-05 2.7858341329e+00 9.9977408385e-01 1.7102094645e-04 1.0000538326e+00 1.9196825907e-04
8.2224264995e-04 -5.1727601226e-01 9.9751413733e-01 9.9982589394e-01 8.8090535443e-05 2.7857531978e+00 9.9977151420e-01 1.7299535621e-04 1.0000543922e+00 1.9418501709e-04
8.3176377110e-04 -5.1725387270e-01 9.9748538618e-01 9.9982385995e-01 8.9107487276e-05 2.7856713319e+00 9.9976891585e-01 1.7499278851e-04 1.0000549568e+00 1.9642763654e-04
8.4139514165e-04 -5.1723147879e-01 9.9745630292e-01 9.9982180200e-01 9.0137236350e-05 2.7855885244e+00 9.9976628850e-01 1.7701535174e-04 1.0000555265e+00 1.9869848570e-04
8.5113803820e-04 -5.1720882763e-01 9.9742688372e-01 9.9981971981e-01 9.1177624956e-05 2.7855047647e+00 9.9976363183e-01 1.7905882018e-04 1.0000561012e+00 2.0099281907e-04
8.6099375218e-04 -5.1718591631e-01 9.9739712469e-01 9.9981761310e-01 9.2229729171e-05 2.7854200419e+00 9.9976094553e-01 1.8112530227e-04 1.0000566811e+00 2.0331300502e-04
8.7096358996e-04 -5.1716274184e-01 9.9736702194e-01 9.9981548156e-01 9.3294624902e-05 2.7853343449e+00 9.9975822928e-01 1.8321690620e-04 1.0000572661e+00 2.0566141161e-04
8.8104887301e-04 -5.1713930124e-01 9.9733657150e-01 9.9981332490e-01 9.4372310154e-05 2.7852476626e+00 9.9975548276e-01 1.8533362876e-04 1.0000578563e+00 2.0803803567e-04
8.9125093813e-04 -5.1711559147e-01 9.9730576936e-01 9.9981114283e-01 9.5461705241e-05 2.7851599839e+00 9.9975270565e-01 1.8747335580e-04 1.0000584516e+00 2.1044050320e-04
9.0157113761e-04 -5.1709160947e-01 9.9727461147e-01 9.9980893503e-01 9.6563885938e-05 2.7850712973e+00 9.9974989761e-01 1.8963819525e-04 1.0000590522e+00 2.1287118206e-04
9.1201083936e-04 -5.1706735214e-01 9.9724309374e-01 9.9980670120e-01 9.7678850246e-05 2.7849815913e+00 9.9974705833e-01 1.9182814394e-04 1.0000596580e+00 2.1533006910e-04
9.2257142715e-04 -5.1704281635e-01 9.9721121203e-01 9.9980444102e-01 9.8806596166e-05 2.7848908543e+00 9.9974418746e-01 1.9404319866e-04 1.0000602690e+00 2.1781716120e-04
9.3325430080e-04 -5.1701799892e-01 9.9717896214e-01 9.9980215419e-01 9.9947121697e-05 2.7847990746e+00 9.9974128467e-01 1.9628335623e-04 1.0000608853e+00 2.2033245523e-04
9.4406087629e-04 -5.1699289666e-01 9.9714633982e-01 9.9979984038e-01 1.0110150231e-04 2.7847062402e+00 9.9973834961e-01 1.9855072407e-04 1.0000615069e+00 2.2287831854e-04
9.5499258602e-04 -5.1696750633e-01 9.9711334081e-01 9.9979749927e-01 1.0226865845e-04 2.7846123391e+00 9.9973538196e-01 2.0084318823e-04 1.0000621338e+00 2.2545237741e-04
9.6605087899e-04 -5.1694182464e-01 9.9707996075e-01 9.9979513054e-01 1.0344966551e-04 2.7845173591e+00 9.9973238135e-01 2.0316285597e-04 1.0000627660e+00 2.2805699905e-04
9.7723722096e-04 -5.1691584829e-01 9.9704619526e-01 9.9979273384e-01 1.0464452134e-04 2.7844212880e+00 9.9972934745e-01 2.0550972388e-04 1.0000634036e+00 2.3069218015e-04
9.8855309466e-04 -5.1688957392e-01 9.9701203990e-01 9.9979030885e-01 1.0585214651e-04 2.7843241133e+00 9.9972627989e-01 2.0788167825e-04 1.0000640465e+00 2.3335554727e-04
1.0000000000e-03 -5.1686299816e-01 9.9697749020e-01 9.9978785523e-01 1.0708142699e-04 2.7842258225e+00 9.9972317832e-01 2.1029058594e-04 1.0000646948e+00 2.3606171267e-04
1.0115794543e-03 -5.1683611757e-01 9.9694254160e-01 9.9978537263e-01 1.0830775610e-04 2.7841264028e+00 9.9972004238e-01 2.1271133410e-04 1.0000653485e+00 2.3877712252e-04
1.0232929923e-03 -5.1680892869e-01 9.9690718951e-01 9.9978286071e-01 1.0956934045e-04 2.7840258413e+00 9.9971687171e-01 2.1517683463e-04 1.0000660077e+00 2.4154845708e-04
1.0351421667e-03 -5.1678142802e-01 9.9687142930e-01 9.9978031911e-01 1.1086244495e-04 2.7839241251e+00 9.9971366593e-01 2.1768279611e-04 1.0000666723e+00 2.4437019720e-04
1.0471285481e-03 -5.1675361203e-01 9.9683525627e-01 9.9977774748e-01 1.1219483004e-04 2.7838212410e+00 9.9971042469e-01 2.2024674831e-04 1.0000673423e+00 2.4726149466e-04
1.0592537252e-03 -5.1672547713e-01 9.9679866567e-01 9.9977514546e-01 1.1356351990e-04 2.7837171756e+00 9.9970714761e-01 2.2286516956e-04 1.0000680178e+00 2.5021786272e-04
1.0715193052e-03 -5.1669701970e-01 9.9676165269e-01 9.9977251267e-01 1.1494272130e-04 2.7836119157e+00 9.9970383430e-01 2.2549125293e-04 1.0000686987e+00 2.5318587119e-04
1.0839269140e-03 -5.1666823608e-01 9.9672421248e-01 9.9976984876e-01 1.1635224552e-04 2.7835054475e+00 9.9970048439e-01 2.2816490090e-04 1.0000693852e+00 2.5621008616e-04
1.0964781961e-03 -5.1663912258e-01 9.9668634011e-01 9.9976715335e-01 1.1778944088e-04 2.7833977573e+00 9.9969709749e-01 2.3088299708e-04 1.0000700771e+00 2.5928652873e-04
1.1091748153e-03 -5.1660967544e-01 9.9664803063e-01 9.9976442606e-01 1.1924020546e-04 2.7832888313e+00 9.9969367323e-01 2.3362084593e-04 1.0000707745e+00 2.6238678488e-04
1.1220184543e-03 -5.1657989090e-01 9.9660927900e-01 9.9976166650e-01 1.2070207042e-04 2.7831786553e+00 9.9969021119e-01 2.3637566740e-04 1.0000714775e+00 2.6550725681e-04
1.1350108157e-03 -5.1654976511e-01 9.9657008014e-01 9.9975887429e-01 1.2218423656e-04 2.7830672151e+00 9.9968671100e-01 2.3916647206e-04 1.0000721859e+00 2.6866906914e-04
1.1481536215e-03 -5.1651929423e-01 9.9653042890e-01 9.9975604904e-01 1.2368447680e-04 2.7829544964e+00 9.9968317224e-01 2.4199068329e-04 1.0000728999e+00 2.7186891446e-04
1.1614486138e-03 -5.1648847433e-01 9.9649032009e-01 9.9975319034e-01 1.2517790141e-04 2.7828404847e+00 9.9967959453e-01 2.4480307201e-04 1.0000736194e+00 2.7505517302e-04
1.1748975549e-03 -5.1645730146e-01 9.9644974844e-01 9.9975029780e-01 1.2669682099e-04 2.7827251651e+00 9.9967597744e-01 2.4766579607e-04 1.0000743444e+00 2.7829792391e-04
1.1885022274e-03 -5.1642577162e-01 9.9640870863e-01 9.9974737100e-01 1.2821667903e-04 2.7826085230e+00 9.9967232058e-01 2.5053405615e-04 1.0000750750e+00 2.8154608068e-04
1.2022644346e-03 -5.1639388079e-01 9.9636719529e-01 9.9974440954e-01 1.2974709865e-04 2.7824905432e+00 9.9966862352e-01 2.5342724562e-04 1.0000758111e+00 2.8482129926e-04
1.2161860006e-03 -5.1636162485e-01 9.9632520296e-01 9.9974141299e-01 1.3127539636e-04 2.7823712105e+00 9.9966488586e-01 2.5632261759e-04 1.0000765528e+00 2.8809754139e-04
1.2302687708e-03 -5.1632899970e-01 9.9628272615e-01 9.9973838094e-01 1.3281128998e-04 2.7822505097e+00 9.9966110716e-01 2.5923963195e-04 1.0000773000e+00 2.9139656517e-04
1.2445146118e-03 -5.1629600114e-01 9.9623975928e-01 9.9973531295e-01 1.3434256391e-04 2.7821284251e+00 9.9965728701e-01 2.6215613785e-04 1.0000780527e+00 2.9469307580e-04
1.2589254118e-03 -5.1626262497e-01 9.9619629674e-01 9.9973220859e-01 1.3587899258e-04 2.7820049410e+00 9.9965342498e-01 2.6509161750e-04 1.0000788109e+00 2.9800887718e-04
1.2735030810e-03 -5.1622886689e-01 9.9615233281e-01 9.9972906743e-01 1.3741942772e-04 2.7818800416e+00 9.9964952063e-01 2.6804480145e-04 1.0000795747e+00 3.0134231476e-04
1.2882495517e-03 -5.1619472261e-01 9.9610786174e-01 9.9972588901e-01 1.3895237952e-04 2.7817537108e+00 9.9964557352e-01 2.7099444590e-04 1.0000803440e+00 3.0466923211e-04
1.3031667785e-03 -5.1616018776e-01 9.9606287772e-01 9.9972267290e-01 1.4049797677e-04 2.7816259324e+00 9.9964158322e-01 2.7397994360e-04 1.0000811187e+00 3.0803388498e-04
1.3182567386e-03 -5.1612525791e-01 9.9601737483e-01 9.9971941862e-01 1.4203463591e-04 2.7814966900e+00 9.9963754928e-01 2.7696037871e-04 1.0000818990e+00 3.1138999753e-04
1.3335214322e-03 -5.1608992862e-01 9.9597134713e-01 9.9971612573e-01 1.4356206147e-04 2.7813659669e+00 9.9963347126e-01 2.7993552108e-04 1.0000826848e+00 3.1473723010e-04
1.3489628826e-03 -5.1605419538e-01 9.9592478860e-01 9.9971279375e-01 1.4509997153e-04 2.7812337463e+00 9.9962934869e-01 2.8294417789e-04 1.0000834760e+00 3.1811913115e-04
1.3645831366e-03 -5.1601805361e-01 9.9587769312e-01 9.9970942222e-01 1.4662788615e-04 2.7811000114e+00 9.9962518113e-01 2.8594680582e-04 1.0000842727e+00 3.2149115073e-04
1.3803842646e-03 -5.1598149872e-01 9.9583005455e-01 9.9970601065e-01 1.4815553533e-04 2.7809647449e+00 9.9962096812e-01 2.8896267456e-04 1.0000850748e+00 3.2487488610e-04
1.3963683611e-03 -5.1594452604e-01 9.9578186664e-01 9.9970255856e-01 1.4968267639e-04 2.7808279295e+00 9.9961670918e-01 2.9199155341e-04 1.0000858823e+00 3.2827002288e-04
1.4125375446e-03 -5.1590713087e-01 9.9573312310e-01 9.9969906546e-01 1.5119971355e-04 2.7806895477e+00 9.9961240386e-01 2.9501449870e-04 1.0000866952e+00 3.3165531837e-04
1.4288939585e-03 -5.1586930843e-01 9.9568381753e-01 9.9969553086e-01 1.5272562865e-04 2.7805495816e+00 9.9960805167e-01 2.9806930618e-04 1.0000875135e+00 3.3507308738e-04
1.4454397707e-03 -5.1583105391e-01 9.9563394351e-01 9.9969195424e-01 1.5424167308e-04 2.7804080135e+00 9.9960365215e-01 3.0111855871e-04 1.0000883371e+00 3.3848146361e-04
1.4621771745e-03 -5.1579236245e-01 9.9558349449e-01 9.9968833511e-01 1.5576654101e-04 2.7802648251e+00 9.9959920480e-01 3.0419966374e-04 1.0000891660e+00 3.4192228602e-04
1.4791083882e-03 -5.1575322912e-01 9.9553246390e-01 9.9968467294e-01 1.5728211151e-04 2.7801199981e+00 9.9959470916e-01 3.0727597110e-04 1.0000900003e+00 3.4535465759e-04
1.4962356561e-03 -5.1571364895e-01 9.9548084504e-01 9.9968096723e-01 1.5879789666e-04 2.7799735140e+00 9.9959016472e-01 3.1036638099e-04 1.0000908397e+00 3.4879975005e-04
1.5135612484e-03 -5.1567361691e-01 9.9542863119e-01 9.9967721742e-01 1.6032306754e-04 2.7798253540e+00 9.9958557100e-01 3.1348935379e-04 1.0000916844e+00 3.5227818883e-04
1.5310874617e-03 -5.1563312791e-01 9.9537581551e-01 9.9967342301e-01 1.6184034786e-04 2.7796754993e+00 9.9958092750e-01 3.1660927115e-04 1.0000925343e+00 3.5575038044e-04
1.5488166189e-03 -5.1559217682e-01 9.9532239110e-01 9.9966958343e-01 1.6335913800e-04 2.7795239306e+00 9.9957623371e-01 3.1974486325e-04 1.0000933893e+00 3.5923729510e-04
1.5667510701e-03 -5.1555075843e-01 9.9526835099e-01 9.9966569815e-01 1.6488853894e-04 2.7793706285e+00 9.9957148913e-01 3.2291447349e-04 1.0000942494e+00 3.6275942298e-04
1.5848931925e-03 -5.1550886750e-01 9.9521368811e-01 9.9966176661e-01 1.6641198744e-04 2.7792155736e+00 9.9956669326e-01 3.2608335793e-04 1.0000951146e+00 3.6627827326e-04
1.6032453907e-03 -5.1546649871e-01 9.9515839533e-01 9.9965778824e-01 1.6793876763e-04 2.7790587460e+00 9.9956184557e-01 3.2927007657e-04 1.0000959847e+00 3.6981461211e-04
1.6218100974e-03 -5.1542364670e-01 9.9510246543e-01 9.9965376249e-01 1.6947791141e-04 2.7789001257e+00 9.9955694555e-01 3.3249286149e-04 1.0000968599e+00 3.7338879960e-04
1.6405897732e-03 -5.1538030603e-01 9.9504589111e-01 9.9964968877e-01 1.7102170092e-04 2.7787396924e+00 9.9955199268e-01 3.3573500973e-04 1.0000977399e+00 3.7698244440e-04
