##                        Q2                            z                          GEp                         dGEp                          GMp                         dGMp                       GEp/GD                      dGEp/GD                     GMp/muGD                    dGMp/muGD                      muGE/GM                       dGE/GM
  9.99999999999999954748e-07  -5.19193167079617157178e-01   9.99996943712362584833e-01   7.23334582954410858887e-10   2.79283809869669985559e+00   2.10387144407708131729e-09   9.99999760607145682378e-01   7.23336620518051372593e-10   9.99999502246987304055e-01   7.53309115143666842523e-10   1.00000025836028694215e+00   1.04436194327298107007e-09
  1.02329299228075372975e-06  -5.19193112491369790362e-01   9.99996872522414759210e-01   7.40182623540964584165e-10   2.79283788306777713828e+00   2.15287541575254830418e-09   9.99999755030948178636e-01   7.40184757130365935707e-10   9.99999490653145972630e-01   7.70855455751486537168e-10   1.00000026437793687606e+00   1.06868755302430901367e-09
  1.04712854805089853466e-06  -5.19193056631611415952e-01   9.99996799674246150680e-01   7.57423080994647076708e-10   2.79283766241627651183e+00   2.20302077352180792502e-09   9.99999749324863351774e-01   7.57425315135255357349e-10   9.99999478789264539813e-01   7.88810482947206530682e-10   1.00000027053573981028e+00   1.09357974987224710837e-09
  1.07151930523760700469e-06  -5.19192999470725058409e-01   9.99996725129232211238e-01   7.75065091502283592527e-10   2.79283743662520977935e+00   2.25433409820288112625e-09   9.99999743485865510984e-01   7.75067430932805083538e-10   9.99999466649053481149e-01   8.07183714414732186949e-10   1.00000027683695957847e+00   1.11905172707011741019e-09
  1.09647819614318509912e-06  -5.19192940978404404717e-01   9.99996648847849223252e-01   7.93118009546372677270e-10   2.79283720557486470071e+00   2.30684259653582288056e-09   9.99999737510858466294e-01   7.93120459228840017604e-10   9.99999454226076278651e-01   8.25984891964534663919e-10   1.00000028328493684171e+00   1.14511699074048660800e-09
  1.12201845430196305157e-06  -5.19192881123636928997e-01   9.99996570789652095002e-01   8.11591403283917183508e-10   2.79283696914273926737e+00   2.36057410097273577088e-09   9.99999731396675084483e-01   8.11593968414202628587e-10   9.99999441513748199561e-01   8.45223981458943269400e-10   1.00000028988308886646e+00   1.17178935662105734613e-09
  1.14815362149688167689e-06  -5.19192819874688016313e-01   9.99996490913253821553e-01   8.30495066034120847878e-10   2.79283672720348175034e+00   2.41555709829100203395e-09   9.99999725140073181251e-01   8.30497752052962276969e-10   9.99999428505330745232e-01   8.64911183057857025025e-10   1.00000029663491196708e+00   1.19908296541204578787e-09
  1.17489755493953041418e-06  -5.19192757199083310127e-01   9.99996409176302392119e-01   8.49839019529219885735e-10   2.79283647962881387272e+00   2.47182073480667911994e-09   9.99999718737733744867e-01   8.49841832133761315660e-10   9.99999415193925655920e-01   8.85056933085971206021e-10   1.00000030354398550259e+00   1.22701228637511997010e-09
  1.20226443461741317874e-06  -5.19192693063592725089e-01   9.99996325535461805245e-01   8.69633516708150369422e-10   2.79283622628747751904e+00   2.52939483868423165656e-09   9.99999712186264044789e-01   8.69636461864019308492e-10   9.99999401572478463507e-01   9.05671912021520399971e-10   1.00000031061397165466e+00   1.25559212503123460748e-09
  1.23026877081238114969e-06  -5.19192627434212017334e-01   9.99996239946384757324e-01   8.89889051547447740189e-10   2.79283596704515124642e+00   2.58830993024425364158e-09   9.99999705482190082151e-01   8.89892135501414463694e-10   9.99999387633767278238e-01   9.26767048187620276995e-10   1.00000031784861742601e+00   1.28483763263282311139e-09
  1.25892541179416611428e-06  -5.19192560276144687847e-01   9.99996152363691104270e-01   9.10616362213112343015e-10   2.79283570176438988852e+00   2.64859724501068320816e-09   9.99999698621955923628e-01   9.10619591506338121315e-10   9.99999373370403343841e-01   9.48353526005126005983e-10   1.00000032525175641673e+00   1.31476431430029164971e-09
  1.28824955169313497243e-06  -5.19192491553783996849e-01   9.99996062740943880698e-01   9.31826433275901470631e-10   2.79283543030454506351e+00   2.71028873765475263620e-09   9.99999691601925033702e-01   9.31829814757800048266e-10   9.99999358774826041518e-01   9.70442787405429754063e-10   1.00000033282731237705e+00   1.34538803157604578755e-09
  1.31825673855640739255e-06  -5.19192421230693534895e-01   9.99995971030625430132e-01   9.53530511411740167917e-10   2.79283515252168834664e+00   2.77341711741446968468e-09   9.99999684418375167638e-01   9.53534052254526216226e-10   9.99999343839296894743e-01   9.93046544513373795271e-10   1.00000034057930164977e+00   1.37672502244779535613e-09
  1.34896288259165331034e-06  -5.19192349269588904193e-01   9.99995877184109649427e-01   9.75740099668909187068e-10   2.79283486826854643326e+00   2.83801584738628504874e-09   9.99999677067497150240e-01   9.75743807382790613510e-10   9.99999328555899902327e-01   1.01617677939431894516e-09   1.00000034851183139395e+00   1.40879189719615409992e-09
  1.38038426460288378593e-06  -5.19192275632316402323e-01   9.99995781151639229201e-01   9.98466971625484672735e-10   2.79283457739441054457e+00   2.90411917132829895370e-09   9.99999669545393543579e-01   9.98470854074600530136e-10   9.99999312916532323570e-01   1.03984575365199017444e-09   1.00000035662910624623e+00   1.44160565512403524566e-09
  1.41253754462275541053e-06  -5.19192200279834259469e-01   9.99995682882296454963e-01   1.02172317356697911591e-09   2.79283427974506182068e+00   2.97176213224602765576e-09   9.99999661848075649395e-01   1.02172723898607349565e-09   9.99999296912904012125e-01   1.06406601508403530367e-09   1.00000036493542832083e+00   1.47518369086638645571e-09
  1.44543977074592793573e-06  -5.19192123172191100089e-01   9.99995582323978449146e-01   1.04552103555700696701e-09   2.79283397516269493721e+00   3.04098059158346142386e-09   9.99999653971461732738e-01   1.04552529256890608463e-09   9.99999280536532419994e-01   1.08885040455434513676e-09   1.00000037343519787569e+00   1.50954380701574654326e-09
  1.47910838816820707514e-06  -5.19192044268505292770e-01   9.99995479423369748595e-01   1.06987317088344668395e-09   2.79283366348582084981e+00   3.11181124224798364103e-09   9.99999645911376355834e-01   1.06987762851733274641e-09   9.99999263778735270058e-01   1.11421206065757291160e-09   1.00000038213292241629e+00   1.54470421710404815324e-09
  1.51356124843620718056e-06  -5.19191963526942634743e-01   9.99995374125911329344e-01   1.09479248782440707120e-09   2.79283334454919440759e+00   3.18429162930963174661e-09   9.99999637663545604127e-01   1.09479715553497288474e-09   9.99999246630630223009e-01   1.14016442713156098052e-09   1.00000039103321003431e+00   1.58068355909939852860e-09
  1.54881661891248279457e-06  -5.19191880904694702537e-01   9.99995266375774183309e-01   1.12029219589215215711e-09   2.79283301818372153846e+00   3.25846018232764355190e-09   9.99999629223595865035e-01   1.12029708357965508725e-09   9.99999229083126994766e-01   1.16672126443305933077e-09   1.00000040014077740125e+00   1.61750090808131752026e-09
  1.58489319246111408025e-06  -5.19191796357955870356e-01   9.99995156115828121024e-01   1.14638581168740890682e-09   2.79283268421636732270e+00   3.33435621498736010651e-09   9.99999620587051607501e-01   1.14639092971866741062e-09   9.99999211126923803761e-01   1.19389664960867217409e-09   1.00000040946045087864e+00   1.65517578020335416976e-09
  1.62181009735892975773e-06  -5.19191709841900772560e-01   9.99995043287613905036e-01   1.17308716759895145586e-09   2.79283234247006939555e+00   3.41201996137883004967e-09   9.99999611749334493815e-01   1.17309252682933567852e-09   9.99999192752502485959e-01   1.22170498928573670466e-09   1.00000041899717029281e+00   1.69372814808999936345e-09
  1.65958690743755964792e-06  -5.19191621310659101596e-01   9.99994927831308721977e-01   1.20041041480582956880e-09   2.79283199276364069163e+00   3.49149258940566831527e-09   9.99999602705757495436e-01   1.20041602660226978597e-09   9.99999173950123609877e-01   1.25016102447453379377e-09   1.00000042875598804670e+00   1.73317844638098444970e-09
  1.69824365246174609282e-06  -5.19191530717293070474e-01   9.99994809685698538004e-01   1.22837003960540190624e-09   2.79283163491167352177e+00   3.57281623469612109119e-09   9.99999593451526891386e-01   1.22837591587052172520e-09   9.99999154709820592402e-01   1.27927984271154939744e-09   1.00000043874207711347e+00   1.77354759180047147074e-09
  1.73780082874937634434e-06  -5.19191438013770656390e-01   9.99994688788140018154e-01   1.25698086355478287557e-09   2.79283126872444054101e+00   3.65603400417923933620e-09   9.99999583981733275451e-01   1.25698701675213382739e-09   9.99999135021393814604e-01   1.30907687934110220044e-09   1.00000044896072770584e+00   1.81485698418058928858e-09
  1.77827941003892290087e-06  -5.19191343150941841955e-01   9.99994565074534436100e-01   1.28625804587304523339e-09   2.79283089400779749312e+00   3.74119001355616880042e-09   9.99999574291357551381e-01   1.28626448905350582858e-09   9.99999114874407957210e-01   1.33956793093348597607e-09   1.00000045941735615784e+00   1.85712851780508617111e-09
  1.81970085860998258245e-06  -5.19191246078511969841e-01   9.99994438479288927368e-01   1.31621711154557330452e-09   2.79283051056307751736e+00   3.82832940315423857982e-09   9.99999564375261162930e-01   1.31622385837508667370e-09   9.99999094258183007788e-01   1.37076916096292549434e-09   1.00000047011750403669e+00   1.90038460497161296761e-09
  1.86208713666286559801e-06  -5.19191146745013987207e-01   9.99994308935280962203e-01   1.34687393685348383957e-09   2.79283011818698723161e+00   3.91749837090323753717e-09   9.99999554228185871807e-01   1.34688100164199478606e-09   9.99999073161791929287e-01   1.40269711161636103822e-09   1.00000048106683991911e+00   1.94464817448830662903e-09
  1.90546071796324832689e-06  -5.19191045097783243634e-01   9.99994176373826815230e-01   1.37824477369415670673e-09   2.79282971667149837458e+00   4.00874418528254616571e-09   9.99999543844750982124e-01   1.37825217142598743301e-09   9.99999051574051778246e-01   1.43536870843066220868e-09   1.00000049227116605266e+00   1.98994269186476913650e-09
  1.94984459975804541473e-06  -5.19190941082927515104e-01   9.99994040724641930495e-01   1.41034624681498327754e-09   2.79282930580373589535e+00   4.10211521335697878073e-09   9.99999533219451675059e-01   1.41035399318058657421e-09   9.99999029483520485151e-01   1.46880127033257231427e-09   1.00000050373642013213e+00   2.03629216463947398528e-09
