Q2,GMn/muGD,dGMn/muGD
5.559e-06,0.9999979134854827,0.019638665166637963
5.6234e-06,0.9999978893086241,0.019638639507523273
5.6885e-06,0.999997864868859,0.019638613569563604
5.7544e-06,0.9999978401286398,0.019638587312917635
5.821e-06,0.9999978151255051,0.01963856077743056
5.8884e-06,0.9999977898219089,0.01963853392326147
5.9566e-06,0.9999977642178461,0.01963850675041251
6.0256e-06,0.9999977383133132,0.019638479258886052
6.0954e-06,0.9999977121083042,0.019638451448684296
6.166e-06,0.9999976856028155,0.01963842331980959
6.2373e-06,0.9999976588343862,0.019638394912106758
6.3096e-06,0.9999976316903804,0.019638366106050777
6.3826e-06,0.999997604283424,0.019638337021171428
6.4565e-06,0.9999975765384246,0.01963830757778649
6.5313e-06,0.9999975484553769,0.01963827777589881
6.6069e-06,0.9999975200718199,0.019638247655353075
6.6834e-06,0.9999974913502041,0.019638217176309973
6.7608e-06,0.9999974622905231,0.01963818633877236
6.8391e-06,0.9999974328927717,0.019638155142743065
6.9183e-06,0.9999974031569444,0.019638123588225167
6.9984e-06,0.9999973730830346,0.019638091675221476
7.0795e-06,0.9999973426334909,0.019638059363893796
7.1614e-06,0.9999973118833991,0.019638026733927803
7.2444e-06,0.999997280720115,0.019637993665803037
7.3282e-06,0.9999972492562696,0.019637960279046147
7.4131e-06,0.9999972173792174,0.019637926454137363
7.4989e-06,0.9999971851640461,0.019637892270762073
7.5858e-06,0.9999971525356536,0.019637857649242293
7.6736e-06,0.9999971195691271,0.019637822669262856
7.7625e-06,0.9999970861893646,0.019637787251146396
7.8524e-06,0.9999970524339065,0.019637751434737224
7.9433e-06,0.9999970183027452,0.019637715220039095
8.0353e-06,0.9999969837583254,0.01963767856721573
8.1283e-06,0.9999969488381861,0.019637641516111207
8.2224e-06,0.9999969135047717,0.019637604026889726
8.3176e-06,0.9999968777580732,0.019637566099555488
8.414e-06,0.9999968415605326,0.01963752769427351
8.5114e-06,0.9999968049872406,0.019637488890727185
8.6099e-06,0.9999967680006387,0.01963744964908134
8.7096e-06,0.9999967305631672,0.019637409929501453
8.8105e-06,0.9999966926748171,0.01963736973199254
8.9125e-06,0.9999966543731282,0.019637329096398325
9.0157e-06,0.9999966156205411,0.019637287982884895
9.1201e-06,0.9999965764170453,0.019637246391457377
9.2257e-06,0.999996536762631,0.019637204322121
9.3325e-06,0.9999964966572866,0.019637161774880948
9.4406e-06,0.9999964560634509,0.019637118709904672
9.5499e-06,0.999996415018663,0.01963707516703575
9.6605e-06,0.9999963734853609,0.019637031106441917
9.7724e-06,0.9999963314635315,0.019636986528129192
9.8855e-06,0.9999962889907179,0.019636941471941026
1e-05,0.9999962459917997,0.019636895858208558
1.0116e-05,0.9999962024292106,0.019636849647101325
1.0233e-05,0.9999961584907081,0.0196368030378112
1.0351e-05,0.9999961141762824,0.019636756030342976
1.0471e-05,0.9999960691103734,0.019636708226335713
1.0593e-05,0.9999960232929612,0.019636659625799396
1.0715e-05,0.9999959774751408,0.01963661102546907
1.0839e-05,0.9999959309057902,0.01963656162862316
1.0965e-05,0.9999958835848896,0.01963651143527196
1.1092e-05,0.9999958358879854,0.019636460843783267
1.122e-05,0.9999957878150677,0.01963640985416226
1.135e-05,0.9999957389905508,0.019636358068060633
1.1482e-05,0.9999956894144132,0.01963630548548907
1.1614e-05,0.9999956398377985,0.019636252903158777
1.1749e-05,0.9999955891339478,0.01963619912602494
1.1885e-05,0.9999955380540081,0.019636144950797085
1.2023e-05,0.9999954862223741,0.019636089979136392
1.2162e-05,0.999995434014621,0.019636034609396853
1.2303e-05,0.9999953810551363,0.019635978443243638
1.2445e-05,0.9999953277195011,0.019635921879027064
1.2589e-05,0.9999952736320956,0.019635864518416417
1.2735e-05,0.9999952187928954,0.019635806361423657
1.2882e-05,0.9999951635774937,0.019635747806393444
