!      E0    Theta      Q^2          Sig     dSig_tot TPE(Blun) TPE(Fesh) idat      Norm TPE(extra)
 2445.00    20.50   0.6499   1.1880E+02   1.6550E+00   0.9971   1.0035   26     0.019   0.0000
  845.00    78.50   0.6643   4.6420E+00   6.4660E-02   0.9917   1.0089   26     0.019   0.0000
 3245.00    28.60   1.8071   2.3289E+00   3.2945E-02   0.9933   1.0045   26     0.019  -0.0012
 1645.00    80.00   1.8263   1.6536E-01   2.8751E-03   0.9805   1.0090   26     0.019  -0.0052
 2445.00    32.00   1.3014   5.3903E+00   7.5367E-02   0.9932   1.0050   26     0.019  -0.0006
 3245.00    50.00   3.3653   4.3073E-02   8.8079E-04   0.9875   1.0068   26     0.019  -0.0071
 2445.00    20.00   0.6231   1.3710E+02   1.5100E+00   0.9972   1.0034   25     0.019   0.0000
 2445.00    30.00   1.1873   8.7471E+00   1.0522E-01   0.9938   1.0047   25     0.019  -0.0004
 4045.00    24.03   2.0647   2.1865E+00   2.6712E-02   0.9943   1.0040   25     0.019  -0.0012
 4054.00    30.00   2.7892   3.8191E-01   6.4360E-03   0.9932   1.0047   25     0.019  -0.0027
 2445.00    70.01   2.8982   3.4224E-02   7.2079E-04   0.9804   1.0084   25     0.019  -0.0087
 4054.00    39.99   3.8234   4.4719E-02   8.2739E-04   0.9915   1.0058   25     0.019  -0.0061
 4045.00    47.99   4.4616   1.2955E-02   3.3867E-04   0.9897   1.0066   25     0.019  -0.0090
   57.30    86.60   0.0058   3.5360E+03   5.0490E+01   1.0094   1.0093   24     0.046   0.0000
   82.20    85.30   0.0115   1.8200E+03   2.6152E+01   1.0094   1.0093   24     0.046   0.0000
   82.40    85.40   0.0116   1.7890E+03   2.1049E+01   1.0094   1.0093   24     0.046   0.0000
   89.70    85.00   0.0135   1.5360E+03   1.8111E+01   1.0093   1.0092   24     0.046   0.0000
   95.60    84.70   0.0152   1.3830E+03   1.6301E+01   1.0093   1.0092   24     0.046   0.0000
